,Unnamed: 0,Tweet_text,emotion
920,920,juneshannon independent_ie they're pretty much saying it's mother's fault don't progress equal,sadness
921,921,,disgust
922,922,whitehouse equal pay never issue.and say love mother lying lips! work,sadness
923,923,"today\'s doublespeak: though
 #gwynethpaltrow makes 19",anger
924,924,gwyneth paltrow thanks obama 4 supporting equal pay that's \xe2\x80\x98important 2 working mother\xe2\x80\x99 mom making,sadness
925,925,nauseating obama pimp gwyneth paltrow: obama's equal pay support 'important working,disgust
926,926,"anygirlfriday lmao ""equal pay important mother "" - 12 million dollar",disgust
927,927,tracieeeeee rotfl equal pay working mother important her!!! know working mothers would love equal,disgust
928,928,actress paltrow obama: i'm concernedabout equal pay forwomen working mother give break!is best,sadness
929,929,gwyneth paltrow thanks obama supporting equal pay 'important working mother',disgust
930,930,"g. palthrow - equal pay issue working mother. sure $16 am
 per picture. poor",disgust
931,931,"conservative_vw ""equal",sadness
932,932,hlwd,fear
933,933,gwynethpaltrow: i'm concerned equal pay women working mother you're,sadness
934,934,"you
 don't stay",guilt
935,935,actress gwyneth paltrow obama: i'm concerned equal pay women working mother via,disgust
936,936,"equal pay women working mother via townhallcom this
 bimbo wrryd ab equl pay with
 #ebola & terrsts",sadness
937,937,gag!!!! \xe2\x80\xa6 equal pay \xe2\x80\x9cvery important working mother.\xe2\x80\x9d paltrow\xe2\x80\x99s earns,sadness
938,938,gwyneth paltrow obama: equal pay \xe2\x80\x98very important working mother\xe2\x80\x99,disgust
939,939,actress gwyneth paltrow obama: i'm concerned equal pay women working mother - katie pavlich,disgust
940,940,talk touch! #paltrow says obama's push equal pay \xe2\x80\x9cvery important working mother\xe2\x80\x9d excuse,sadness
941,941,gwyneth paltrow obama: equal pay 'very important working mother' \xe2\x80\xa6 another,sadness
942,942,"gwynethpaltrow ""equal pay \'very important working mother.\'"" seriously? earned $19 million june 2014 according",sadness
943,943,#republicans voted equal pay women.,sadness
944,944,equal pay's \xe2\x80\x9cvery important working mother\xe2\x80\x9d \n\ngwyneth paltrow ($60 million) \n\ngo fuck gwyneth,sadness
945,945,wealthy fundraiser-hosting actress: obama's equal pay support 'important working mother',sadness
946,946,paltrow says equal pay important 2her working mother. 4 equal pay = huge cut\n\ thefive greggutfeld ericbolling,disgust
947,947,danascherry23 gwynethpaltrow mother believed equal pay. try equal pay that's equal,sadness
948,948,working mother goopy paltrow demands equal pay all: seen looking,sadness
949,949,working mother goopy paltrow demands equal pay,sadness
950,950,"libshateus peacethahardway \n""as well obama\'s push equal",sadness
951,951,equal pay important working mother...it's hard budget millions i've made making,disgust
952,952,equal pay important working mother...oh yeah....i made $5m role movie,anger
953,953,actress gwyneth paltrow obama: i'm concerned equal pay women working mother via,disgust
954,954,,fear
955,955,"imekasf ""she also discussed importance equal",sadness
956,956,outnumberedfnc suziique03 harrisfaulkner utter #embarrassment. really? equal pay \xe2\x80\x9cvery important [her] working,fear
957,957,"gwyneth paltrow ritzy obama fundraiser hosted: equal pay ""very important working mother.",disgust
958,958,goop actress bat-shit crazy | wealthy fundraiser-host: obama's equal pay support 'important working mother',sadness
959,959,dnc fundraiser last,joy
960,960,iowahawkblog mkhammer stupid amazing. liked line equal pay single,fear
961,961,"20committee catch line wanting equal pay ""as working",sadness
962,962,,sadness
963,963,i'd laugh wasn't disgusting. gwyneth paltrow talking equal pay working mother.,fear
964,964,paltrow called president\xe2\x80\x99s push equal pay \xe2\x80\x9cvery important working mother.\xe2\x80\x9d numbskull makes $19 mill,sadness
965,965,gwyneth paltrow thanks obama supporting equal pay 'important working,sadness
966,966,don't paltrow obama move africa oh take ms roberts you. equal,sadness
967,967,( avg. salary $19 million per yr) paltrow obama: equal pay 'very important working mother',fear
968,968,"paltrow (who earns $19 million year) praised obama\'s support equal pay, important working",disgust
969,969,"gwyneth paltrow said really appreciated president obama\'s efforts achieve equal pay men women ""as working",disgust
970,970,"gwyneth paltrow tells obama identifies ""working",disgust
971,971,actress gwyneth paltrow obama: i'm concerned equal pay women working mother,disgust
972,972,read &rt : gwyneth paltrow obama: equal pay \xe2\x80\x98very important working mother\xe2\x80\x99,sadness
973,973,wealthy fundraiser-hosting actress: obama's equal pay support 'important working mother' brainless,disgust
974,974,laugh today...\npaltrow called president\xe2\x80\x99s push equal pay \xe2\x80\x9cvery important working mother.\xe2\x80\x9d\ngwyneth & hillary,sadness
975,975,gwyneth paltrow thanks obama supporting equal pay \xe2\x80\x98important working mother\xe2\x80\x99,sadness
976,976,would nice mother worth $140m opportunity talk #obama equal pay,disgust
977,977,,anger
978,978,"mediaite huttod50 dipshits worth 60million ........""equal pay important working mother"" ffs go",sadness
979,979,"gwyneth said o\'s ""equal pay women"" important",disgust
980,980,"#gwynethpaltrow thanks
 #obama 4 supporting equal pay \xe2\x80\x98important working mother\xe2\x80\x99 via michellemalkin",sadness
981,981,"goop paltrow tells obama ""as working",disgust
982,982,gwyneth paltrow obama: equal pay 'very important working mother' \xe2\x80\xa6 via,disgust
983,983,michelle malkin | \xc2\xbb gwyneth paltrow thanks obama supporting equal pay \xe2\x80\x98important working mother\xe2\x80\x99,sadness
984,984,stop. please stop. rt newspolitics: gwyneth paltrow obama: equal pay 'very important working mother',disgust
985,985,wealthy fundraiser-hosting actress: obama's equal pay support 'important working mother',disgust
986,986,gwyneth paltrow states equal pay women important,disgust
987,987,"theblaze yoiks! concerned equal pay ""as working mother""?! i\'m sure normal working mother would love pay equal",disgust
988,988,tipsheet: actress gwyneth paltrow obama: i'm concerned equal pay women working mother,disgust
989,989,"them
 partier $19m/yr gwynethpaltrow : equal pay women 'very important working mother.'",disgust
990,990,paltrow called president\xe2\x80\x99s push equal pay \xe2\x80\x9cvery important working,sadness
991,991,"equal pay women important ""working mother"" gwyneth paltrow (nt wrth: $140m).",disgust
992,992,wealthy fundraiser-hosting actress: obama's equal pay support 'important working mother',disgust
993,993,gwyneth paltrow cited equal,sadness
994,994,"\xe2\x80\x9 talkopan: tonight gwyneth paltrow cited obama\'s equal pay efforts important ""as working",disgust
995,995,microsoft ceo talk #karmaraise,disgust
996,996,"#gwynethpaltrow (worth $280 mil) said equal pay ""important working mother."" cheers",disgust
997,997,paltrow {*net worth $280m} \ncited.... obama\xe2\x80\x99s push equal,sadness
998,998,"gwynethpaltrow best laugh i\'ve today! | ""paltrow called president\xe2\x80\x99s push equal pay \xe2\x80\x9cvery important working",disgust
999,999,"lol\xc2\xbbrt thepowersthatbe:gwyneth paltrow thanks
 obama supporting equal pay \xe2\x80\x98impt working mother\xe2\x80\x99",sadness
1000,1000,"ffs rt talkopan: tonight gwyneth paltrow cited obama\'s equal pay efforts important ""as working",disgust
1001,1001,"okay
 then. anitakumar01: gwyneth paltrow cited barackobama push equal pay called \xe2\x80\x9cvery important working",disgust
1002,1002,gwyneth paltrow thanks obama supporting equal pay \xe2\x80\x98important working mother\xe2\x80\x99,sadness
1003,1003,la: gwyneth paltrow fawned obama handsome speak,disgust
1004,1004,paltrow called president\xe2\x80\x99s push equal pay \xe2\x80\x9cvery important working mother.\xe2\x80\x9d,sadness
1005,1005,charlescwcooke multi-millionaire saying equal pay important 'as working mother' funniest thing i've ever,disgust
1006,1006,money quote #obama pool report #gwynethpaltrow home. said equal pay \xe2\x80\x9cvery important working mother.\xe2\x80\x9d this'll,disgust
1007,1007,cosb52bomb bloviate_barbie paltrow praises worst potus history equal pay she's working mother. stupidly,sadness
1008,1008,obama host gwyneth paltrow ($19 million earnings june says forbes): equal pay \xe2\x80\x9cvery important working,disgust
1009,1009,,sadness
1010,1010,,guilt
1011,1011,"gwenyth paltow worth hundred million dollars she\'s concerned about
 equal pay ""working""",sadness
1012,1012,"gwynethpaltrow makes millions fucking dollars she\'s whining ""equal pay"" she\'s ""working mother""?!?!?!?!?!",sadness
1013,1013,gwyneth paltrow: working,disgust
1014,1014,"tonight gwyneth paltrow cited obama\'s equal pay efforts important ""as working",disgust
1015,1015,tillis\' answer equal pay ? basically,sadness
1016,1016,melhunterwrites mum3fi she's dedicated supporting women mother's rights equal pay + opportunities work,disgust
1017,1017,mother_diaries yes never understood that? honestly i've known lot women better suited job. equal pay,guilt
1018,1018,vote4wallace idiotblog care equal pay women equal rights women. mother law owns good size,disgust
1019,1019,mother deserves paid,fear
1020,1020,unfathomable #women still fighting 2014 #equalpay. woman mother daughters i'm appalled. speak,guilt
1021,1021,please tell woman doesn\xe2\x80\x99t deserve equal pay job man does. mother fucking dare,sadness
1022,1022,#republicans voted equal pay women.,sadness
1023,1023,elizabethforma femfreq #equalpay favorite feminist retweeting favorite person! (besides mother,fear
1024,1024,mother raised 5 boys alone scrubbed floors small wage equal pay women unheard of. women deserve equal,sadness
1025,1025,old white mother fuckers penises decide women still shouldn't get equal pay.,sadness
1026,1026,#yesterday #gop reaffirmed #waronwomen voting #equalpay act! mother never #easier #nurse,sadness
1027,1027,geez! exactly point #gop blocking equal pay bill?why wouldn't want,sadness
1028,1028,woman deserves equal pay equal work. deserves baby without sacrificing job. mother... ' @mother_duderior september 2014's rant - equal pay equal work - watch // laugh // share //,sadness
1029,1029,"would racism, civil wars, equal pay people understood math. lance mother trucking
 preaching
 math",disgust
1030,1030,"#raisethewage ""whatever",sadness
1031,1031,poor boys mother & friends #worthless ? #equalpay johnswinney marcobiagimsp neil_findlaymsp,anger
1032,1032,poor boys mother #worthless #equalpay pcs_union pcs_scotland johnmcinallypcs cherylged67,sadness
1033,1033,last night's lastweektonight touched hot topic working mother,guilt
1034,1034,mother said: equal pay equal work. raise minimal wage. paid sick leave. child,sadness
1035,1035,wage penalty becoming mother 37 years,disgust
1036,1036,"#yesallwomen because
 guy",disgust
1037,1037,labourroyall oona_king mother national campaigner equal pay women teachers. uk going,sadness
1038,1038,president lost mother =health care all.has 2 daughters=equal,disgust
1039,1039,bill's law partnership mother instilled understanding equal pay equal work. bill will...,disgust
1040,1040,daughter deserves #equalpay works hard man; mother taught anything believes,disgust
1041,1041,male colleague\xe2\x80\x99s pay given \xe2\x80\x9cfamily\xe2\x80\x9d boost mother\xe2\x80\x99s pay aauw #equalpay #eenews \n,sadness
1042,1042,mother always taught fairness family value - think equal pay fairness everyone. ~mike,disgust
1043,1043,bad. completely missed mother's equal pay day year. here's facts june 12th.,anger
1044,1044,father's day (like mother's day) scott walker celebrated repeal equal pay,fear
1045,1045,five facts working mothers mother's equal pay day.,anger
1046,1046,yesterday working mother's equal pay day - far still go:,disgust
1047,1047,today mother\xe2\x80\x99s equal pay day\xe2\x80\x94the day marks far mothers work year (in addition to...,anger
1048,1048,father's day june 12th year (got,disgust
1049,1049,june 12 mother\xe2\x80\x99s equal pay,sadness
1050,1050,hey dads! instead gift,anger
1051,1051,working mother's equal pay day? read take,disgust
1052,1052,rt mjwatts1983: romanoffco2014 mother single,disgust
1053,1053,celebrating 51st anniversary equal pay day,fear
1054,1054,june 12 mother's equal pay,anger
1055,1055,five facts working mothers mother's equal pay day | national women's law center:,disgust
1056,1056,male colleague\xe2\x80\x99s pay given \xe2\x80\x9cfamily\xe2\x80\x9d boost mother\xe2\x80\x99s pay via,sadness
1057,1057,"barackobama would
 young male raised single mother think isn't paid pay",sadness
1058,1058,michael_subda sierraweber7 ever asked? 99% sure it's happened mother. street harassment lack equal,sadness
1059,1059,,sadness
1060,1060,"women life from
 nieces 2 mother &",disgust
1061,1061,#yesallwomen equal pay act passed uk 1970. that's mother's working,disgust
1062,1062,dagnello equal pay passed 1963 probably mother,disgust
1063,1063,#yesallwomen,disgust
1064,1064,#yesallwomen mother gaia always seeks balance nature maintain work place equilibrium #unionpower \xe2\x98\x9b women,disgust
1065,1065,equality come equality pay: equal pay equal work...woman mother & mother privileged,disgust
1066,1066,equal pay care,disgust
1067,1067,#obama telling us single mother grandmothers struggles make,disgust
1068,1068,equal pay? reason mother became business owner retired owner. made rules control,joy
1069,1069,equal pay women bypasses yet another mother's day:,anger
1070,1070,maybe snow mother's day god's way saying,disgust
1071,1071,good mother's day women mn. #equalpay,fear
1072,1072,icymi: women need mother\xe2\x80\x99s day via,guilt
1073,1073,"yes! mt repdinatitus: mothers & women need fair minute
",sadness
1074,1074,women's economic security act becomes law mother's day \xe2\x80\xa6 enforced? 1963 equal pay act apparently,disgust
1075,1075,mother taught meaming,disgust
1076,1076,happy mother's day! think #whatmothersneed deserve #equalpay higher minimum wage starters.,disgust
1077,1077,"ofa mphs give tenn moms gift mother the
 sen alexander stop blocking#equal pay & raised wage. give moms & women a#fair",sadness
1078,1078,examine national policies,joy
1079,1079,equal pay - best mother's day present,disgust
1080,1080,thank,fear
1081,1081,\xe2\x80\x9 msdemtrust: happy mother's day party mississippi wants equal pay,disgust
1082,1082,"happy mother's day! special shot-out single mothers doing
",disgust
1083,1083,happy mother's day! human rights=women's rights. -with,disgust
1084,1084,celebrating mother's day don't support equal pay equal work hypocrisy,fear
1085,1085,happy mother's day! it's perfect day stand,anger
1086,1086,mother's day single mom don't get equal pay equal,sadness
1087,1087,flhousedems: happy mother\'s day caucus supports equal pay equal work. ~,sadness
1088,1088,equal pay paid maternity leave best mother's day presents think of. you?,sadness
1089,1089,mt susanpai happy mother\'s day,fear
1090,1090,mother\xe2\x80\x99s,fear
1091,1091,gop mother's day card:\n\ndear,fear
1092,1092,\xe2\x80\x9 gideonstrumpet year mother's day maybe give gift paid maternity leave equal,disgust
1093,1093,women really need mother\'s day... equal pay workplace would good start.,sadness
1094,1094,happy mother's day caucus supports equal pay equal,fear
1095,1095,"aren\'t ""anti-woman."" believe making mother\'s day mandatory equal pay",disgust
1096,1096,happy mother's day every woman fights hard make sure women get equal pay equal,disgust
0,0,democracy looked like today: #womensmarch #whywemarch #equality #climatejustice #resist #vetoextinction #equalpay,sadness
1,1,"teaparty protested:\n""taxed enough already"" homeowner bailout.\n\ntrump",sadness
2,2,remember old days?\n\n,anger
3,3,trump also bad for:\n\xe2\x80\xa2 americans\n\xe2\x80\xa2 economy\n\xe2\x80\xa2 trade\n\xe2\x80\xa2 diplomacy\n\xe2\x80\xa2 environment\n\xe2\x80\xa2 democracy\n\xe2\x80\xa2 women,joy
4,4,"yes. lot people
 would otherwise travel face hostility & hate.",joy
5,5,#womensstrike tied democracy? tie #equalpay something,sadness
6,6,funny usofa supposed 2b shining star democracy yet democracies outpace us sometimes,sadness
7,7,go iceland! world's oldest continuous democracy (since 930 ad) plans become world's first country to...,guilt
8,8,love scandinavia real democracy\n\niceland first country demand proof equal,sadness
9,9,democracy freely rally for: #internationalwomensday #hwow #equalpay,sadness
10,10,contradict article. want equal,sadness
11,11,canadian female undergrads less likely male peers choose areas study high earning,sadness
12,12,bellatrixcarrie universal,sadness
13,13,grovernorquist would like see equal pay less wealth gap. inequality destroying democracy. money buys,sadness
14,14,radionz real feminists aren't concerned equal pay opportunity.,sadness
15,15,"jessa crispin calls feminist
 interest humanity general - personal equal pay &",anger
16,16,korwin-mikke must swiftly voted,guilt
17,17,women must earn less,sadness
18,18,hear. hear. largest democracy,guilt
19,19,"laurenkgray we\'re focused dismantling democracy. ""bernie would won"" isn\'t going get equal",sadness
20,20,republicans true democracy players!\nwhy fight keep citizens away voting!\nequal,sadness
21,21,"scotnational #wechooseeu because
",guilt
22,22,"ludacris: wanna kn-kn-know what's yeah
 fantasy?!\n\nelizabeth warren: equal pay women moral democracy.\n\nluda:",fear
23,23,bigstu32900678 antf0lks unknownz2468 zendaya,guilt
24,24,democracy looks,guilt
25,25,#60voterule \xe2\x80\xa6 #womenmarch #equalpay prosecute #vaw keep #vawa #aca,sadness
26,26,marching reproductive,guilt
27,27,democracy_a2 alexmagman equal pay econmic issue right marry impacts social issues lot would,joy
28,28,redzchowdhury alexmagman outweighs gay rights - equal pay / right marry - what's problem,sadness
29,29,reef. teddies democracy enact equal pay political voice take personal leave caring,disgust
30,30,marching for? democracy? equal pay women unlike hillary paid women? separate bathrooms? mmflint,sadness
31,31,defend: freedom; democracy; safe,sadness
32,32,"creating christmas
 list higherwages #equalpay nz workers & democracy work & fully funded public",disgust
33,33,aidwa mahila jathas various parts west bengal demand equal,sadness
34,34,"jermalvarez true. women assets democracy. going slaughtered - don
 even equal",sadness
35,35,\xe2\x80\xa6 focus issues-thinking,disgust
36,36,paulied1970pd asti seeking equal pay nqts #,disgust
37,37,colec_14 thehollydean hillary knows child care equal pay & paid leave fundamental economic issues democracy work 4,disgust
38,38,voted,guilt
39,39,#imvotingbecause civil,joy
40,40,nominate #hillaryclinton co-grand nozzle #trump. equal pay equal work. democracy looks like! theblaze,sadness
41,41,democracy line! election matters! hillaryclinton move nation forward! she's favor equal pay,sadness
42,42,arizona tempe arizona came droves hillary! democracy ballot! equal pay equal work ballot! make stand,sadness
43,43,party atmosphere outdoor rally hillaryclinton tempe #arizona #elections2016,guilt
44,44,struggling serve harvard nation\xe2\x80\x99s richest,guilt
45,45,robbymook #earlyvoting #equalpay vote future women.,sadness
46,46,hillaryclinton obviously people. #voteblue #imwither #democracy #equalpay rt & compare honest woman & jackass dt,sadness
47,47,wants privatize (wallst gamble with) #socialsecurity & #medicare? answer: #emails #clintonfdn,sadness
48,48,gop obstructing democracy again. #doyourjob reinstate #vra pass #disarmhate pass #equalpay pass #minimumwage stop playing political,sadness
49,49,"republicans congress won\xe2\x80\x99t stamina phony ""investigations"" president hillary clinton via",joy
50,50,"ensure implementation equal pay equal work | people
 democracy \xe2\x80\xa6 via",sadness
51,51,#temporaryworkers\n\na,guilt
52,52,marieaire run_ishere hannibalsbuffet waltertippie equal pay saving democracy world extinction takes,sadness
53,53,"are
 stronger",guilt
54,54,...elect truly representative,disgust
55,55,"ha
 women equal great christian democracy? i'm dv leave equal pay you?",sadness
56,56,"thezeemail jacquilambie sharia decisions disadvantage women divorce property & child custody are
 rubberstamped family",disgust
57,57,jletria open,guilt
58,58,black women always frontlines fighting,disgust
59,59,#inequality,disgust
60,60,omg #firstfemalepresident #feminism #equalpay #democracy,disgust
61,61,still fighting land? want democracy? equal pay? less corruption? africa bad,sadness
62,62,africa,sadness
63,63,"people argue equal pay unemployed don
 understand cant true",sadness
64,64,least ivankatrump favors equal pay/family leave. . \ndonald trump unique threat american democracy,sadness
65,65,seantduffy think equal pay minute compared internal party,sadness
66,66,"hirmoz chlolotoure success what? okay
 equal",sadness
67,67,ezzy_moon,sadness
68,68,#inequality,disgust
69,69,,sadness
70,70,would also give employers flexibility regarding wages #equalpay #democracy #inthistogether,sadness
71,71,daleord,guilt
72,72,mcfcaustin,guilt
73,73,#voteremain keep millions,guilt
74,74,#thankyoubernie support on\nsocial security\nincome equality\nnofracking\nunions\n$15min wage\nequal pay women\ndemocracy v,sadness
75,75,barackobama used executive action right many wrongs democracy. don't undo important work. vote,sadness
76,76,,sadness
77,77,things,guilt
78,78,it's measure strongerin's contempt democracy think public braying mass gunning repeal equal pay,sadness
79,79,andycutright felicitouslut fightfor15 ply4hyre i'd like democracy,anger
80,80,#berniesanders + lifetime fighting,disgust
81,81,cameron says brexit risks equal pay / maternity rights. think democracy isn't capable keeping these?,sadness
82,82,lost causes #universalhealthcare #equalpay #minimumwage #socialsecurity #civilrights aka #democracy? wow.,anger
83,83,darkstar_x bernie_facts stupidity giving money lost cause. oh,guilt
84,84,jessphillips basedtemp deb_hitchens privilege jobs ? equal pay ? facts speak,disgust
85,85,senatorcantwell goal powers-that-be make u.s. jobless economy & citizenless democracy! equal pay measures speed,sadness
86,86,ky1elong equal pay equal,sadness
87,87,"gaiuslucius berniebuddhists yeah
 equal pay isn't democracy. you
 need",sadness
88,88,#makeamoviefeelthebern new bern. equal pay strikes back. return,sadness
89,89,"lol sure & supports lgbt & living wage & college 4 & equal pay & democracy - you
 get gullible",sadness
90,90,"jfs_politics labor
 equal",sadness
91,91,white america shown strength courage...what afraid of....real fair equal,sadness
92,92,nramind it's high time world's old democracy gets 1st woman,sadness
93,93,,sadness
94,94,women nyc earn 82\xc2\xa2 every $1 paid men- equal pay strengthens economy & democracy #equalpaycantwait,sadness
95,95,berniesanders afraid?bernie lead move the#nation.enough enough #breakemup#democracy #equalpay #loveislove can't handle,sadness
96,96,welcome revolution!,guilt
97,97,rise...no uprising...as scream: equal,sadness
98,98,richardangwin i_am_thechange #notmyabuela,sadness
99,99,democracy workplace comes #equalpay & collective bargaining. #hillaryclinton supports both. that's,joy
100,100,berniesanders maddow touched lives.#democracy#equality #equalpay#education#humanrights #criminaljusticedifference #hope hears,guilt
101,101,participation,sadness
102,102,hmm infuriating thing fight today: gun control? security planned parenthood? equal pay? democracy? racial,sadness
103,103,"teachersvoicef1 highly upset hearing aam away sec10(1) dsea1973. isn't
 democracy equal work equal",sadness
104,104,guess social democracy works women. maybe usa women elect social democrat berniesanders #equalpay,anger
105,105,best countries world working woman\n1. finland\n2. norway\n3. sweden,sadness
106,106,acegirl_diamond because..they,anger
107,107,"renner: ""demanding equal pay female co-stars job.""\nmackie: ""some people can\'t handle democracy. need",sadness
108,108,fighting save #democracy \xe2\x80\xa6 unless fixed #blm #climate #equalpay cant,sadness
109,109,retweeted democracy now! democracynow):\n\nnative american women\xe2\x80\x99s equal pay day marked,sadness
110,110,"leftarmover_ let lesser equal pay democracy? bakri i'd
 falls right middle. unfair isn't",sadness
111,111,95 years,guilt
112,112,. barackobama's leadership #equalpay testament #democracy winning! #progressive #middleclass,guilt
113,113,temporary work agencies violate right equal pay,sadness
114,114,,sadness
115,115,rights voting? equal pay? tenets modern democracy women around world don't have.,sadness
116,116,honoring female champion democracy #thenew10 historic step. let\xe2\x80\x99s pass #equalpay women get paid $10 equal,sadness
117,117,lawandspace khaalda64,sadness
118,118,gbobbin andyhearn09 socialist suggests state control,joy
119,119,hardball_chris fighting voting rights equal pay immigration & justice left issue? used stand,sadness
120,120,bees earned minimum,sadness
121,121,"professional
",sadness
122,122,barackobama,fear
123,123,wi democracy report citywide radio wide-lp 7 pm sat 4/18: abrahamson's injunction & equal pay act -,sadness
124,124,thomasevansukip \nexplain sensibly farage ukip pillars democracy?\nclue: vote equal pay women.\,sadness
125,125,,sadness
126,126,jfk signed equal pay act,sadness
127,127,ricardo_pittman,anger
128,128,interesting article equal pay day workplace democracy resourceful humans tagesspiegel.de...,sadness
129,129,barackobama people.!democracy! equality,guilt
130,130,13omloai comes,sadness
131,131,ladies we're truly lucky we'll #equalpay 100 years. living democracy awesome. #feminism,disgust
132,132,current system - legs refuse pass equal,sadness
133,133,#obama reminded us #women america get equal pay equal work. 250 years democracy women enjoy,disgust
134,134,rebecca's getting serious shout #sotu. go paid sick,sadness
135,135,busy week. pqs abortion & arts,guilt
136,136,"rt dr_black oh
 i've blocked sjacksonmp 1st time i've blocked think.... #equalpay > democracy",guilt
137,137,we've fight fair voting laws; voting rights; equal education; equal pay women! america democracy developing country?,sadness
138,138,founderstein ... accessible,disgust
139,139,ok. ver.di resourceful humans friends equal pay day \xf3\xbe\xac\x8e seems workplace democracy the...,sadness
140,140,voter1vote fasteddiekc jrwrightchd bannerite sell,joy
141,141,voting since 1920.,sadness
142,142,,sadness
143,143,make sure vote tuesday keep democracy working,guilt
144,144,meclosets #uniteblue #votethemout #rockthevote #votoavoto #equalpay #immigrationreform unite voters bring back,sadness
145,145,point,sadness
146,146,"equal pay women. rights women vote. vote democrat. ""we people"" return democracy america. vote",sadness
147,147,i\'m voting reproductive rights equal pay. you?,sadness
148,148,boehner refuses bring vote equal pay & minimum wage..not even vote =dictatorship..not democrac,sadness
149,149,equal work equal,sadness
150,150,equal pay equal value\ndear south africans\nfor constitutional democracy function,sadness
151,151,jeopardy: equal,sadness
152,152,support democracy #uniteblue #voteblue #immigrationreform #raisetheminimumwage #votethemout #equalpay,guilt
153,153,flwaw ;we need 2 stop acceptance republican party still living dark ages? women deserve equal pay order 4 democracy 2 work,sadness
154,154,phonsinyb,disgust
155,155,"limbaugh: ""the equal-pay-for-women thing...is old hat even applicable anymore."" democracy needs",sadness
156,156,elizabethforma that's breathtakingly heartbreaking. uk people complain democracy.we got equal pay act,guilt
157,157,women still victims men work,disgust
158,158,"let\'s glad isn\'t us ""democracy"" means republican congress blocking bill equal pay equal work",sadness
159,159,equal representation important quality democracy.' \xe2\x80\xa6 vi fawcettsociety,anger
160,160,watch short film gender inequality:,joy
161,161,republicans senate voted #equalpay bill. hooray [the complete absence of] #democracy,guilt
162,162,let's pretend it's democracy women too: support equal pay women pa,sadness
163,163,gop white boys club doesn\xe2\x80\x99t understand,sadness
164,164,sengillibrand senatorbarb need democracy,disgust
165,165,vp america ensured equal pay women since democracy 1776? identifies gap disparity male &,sadness
166,166,women save american democracy kmich718 \ngop against\nequal pay\nwomen's health\nprotection assault\n#yourvotematter\nwomen,sadness
167,167,usa!! = rights:,sadness
168,168,faby_070 hugocn44 barackobama #uniteblue #immigrationreform #votethemout #equalpay progressives,guilt
169,169,joec1776 gopblackchick it's still democracy. gerrymandering refusal give women equal pay,sadness
170,170,afscme keithellison usa! 1964 equal rights bill passed! equal pay equal jobs! democracy! indivisible liberty & justice,sadness
171,171,raresapics derek_hanekom sahistoryonline 20 years democracy worst 63 years later equal pay all! anc never,sadness
172,172,"dem
 msg: corps",sadness
173,173,photo: right way #democracy #votingrights #minimumwage #equalpay #votedem #takethehouse \xc2\xa9cali...,disgust
174,174,newwisgov govwalker priority jobs to: hurt mid/class,guilt
175,175,iheartfairpay lowpayisnotok dignity democracy dental,disgust
176,176,dreamelder barackobama #livingwage #equalpay #climatechange #ui #jobsbill #waronwomen #cir battling save,sadness
177,177,scratchediphone it's responsibility educate anyone equal pay.,disgust
178,178,bluenationuntd gop republicans think women way stupid figure,sadness
179,179,viva__democracy thank,fear
180,180,yeah ukip want democracy back. hence don't agree equal pay equal,sadness
181,181,"comical watching vp biden promoting ""democracy"" #kiev minorities america can\'t vote & american women are
 denied equal pay. go",sadness
182,182,gazzahead gamebreakerscan media convince vote,sadness
183,183,jamiastarheart elizabethforma we're still talking equal pay 2014 also proof usa,sadness
184,184,mhpshow equal pay = unions =,sadness
185,185,"freedom charter demand that
",sadness
186,186,?? even vote 'the greatest democracy earth'? (pfff) thought equal pay for...,sadness
187,187,woman deserves equal pay equal work.\ barackobama,sadness
188,188,denying women equal pay rt cpsj letter: liberal bias bad democracy #liberalbias,sadness
189,189,rage: #voterid #womensrights #raisethewage #equalpay #climatechange #wecannotgoback #democracy,guilt
190,190,"jjauthor barackobama ericbolling equal pay equal work. that's
 communism that's",sadness
191,191,buisnick gop obviously terrified,guilt
192,192,"eslaven yes stunt aka responding constituents' demands aka democracy. reps don
 2 vote 4 #equalpay are
",sadness
193,193,#equalpay. gop anything strengthens country.,sadness
194,194,"great moments american democracy: sen chris murphy follows floor speech equal pay women with
 one shouting",guilt
195,195,don't vote backward idiots november i'm seriously gonna lose faith,sadness
196,196,equal pay equal work? course! great argument union,sadness
197,197,tea party exactly like ontario #conservatives- enrage teaching,sadness
198,198,addition,fear
199,199,women board companies must. equal pay human right. need lean in. need domestic,disgust
200,200,riderofkarma asher_wolf theemmylou sidenote: pirates first pave way 4 equal pay direct democracy,sadness
201,201,,fear
202,202,democracy nothing without,anger
203,203,progress fought,guilt
204,204,enconservative,fear
205,205,texas needs governor won't veto equal pay equal work | democracy america,sadness
206,206,simon bridges refuses rule legislating away kristine bartlett's equal pay victory nat attacks democracy/rule,sadness
207,207,imagine us fighting 4 democracy nations citizens marching 4 right here. voting & women's,sadness
208,208,"fashion moment\'\' libert\xc3\xa9, \xc3\xa9galit\xc3\xa9, fraternit\xc3\xa9; equal rights, equal pay; human rights; democracy; justice all; jurisprudence.' women
 equality day needs daily! #uniteblue #democracy #justice #p2 #topprog #tlot #tcot #peace #civilrights #freedom #equalpay' @knowdtruth44 seerapa although morningmika gets equal pay co-hosting show democracy, it's joenbc",sadness
209,209,support strike #barloworld phambili,joy
